Transaction ID,Customer ID,Transaction Amount,Payment Method,Product Category,Quantity,Customer Age,Device Used,Account Age (days),Transaction Hour,is_fraud
TR22369,1534,717.2143955143246,Bank Transfer,Clothing,6,63,1,323,9,0
TR22370,1105,2567.7526670064262,Bank Transfer,Home & Kitchen,6,24,1,154,14,1
TR22371,1096,1708.4626246594903,Bank Transfer,Electronics,9,31,0,333,6,0
TR22372,1229,2329.1220971089397,Credit Card,Home & Kitchen,1,50,0,194,9,0
TR22373,1226,3179.0337490996903,Debit Card,Clothing,3,29,1,358,18,0
TR22374,1370,808.4351104453699,Bank Transfer,Books,4,69,1,262,17,0
TR22375,1099,4466.502831058129,Debit Card,Clothing,9,21,0,318,10,1
TR22376,1444,2801.8055225847384,PayPal,Clothing,1,69,0,126,12,1
TR22377,1467,120.24544490111512,Debit Card,Home & Kitchen,8,23,1,320,2,1
TR22378,1054,3145.9796802519663,Credit Card,Home & Kitchen,3,18,0,175,5,1
TR22379,1194,2321.2628695525163,Debit Card,Clothing,8,37,0,166,18,0
TR22380,1519,3511.179166264523,PayPal,Home & Kitchen,2,43,1,43,15,1
TR22381,1423,3922.3277784583483,PayPal,Electronics,6,60,1,151,7,1
TR22382,1314,4694.835818415747,Bank Transfer,Home & Kitchen,2,40,1,242,2,1
TR22383,1127,4991.745513432248,PayPal,Home & Kitchen,7,29,0,92,2,1
TR22384,1031,2752.58879742242,Bank Transfer,Books,6,30,0,218,9,1
TR22385,1092,2811.926682110839,Credit Card,Books,7,35,1,291,22,0
TR22386,1518,122.00180236827511,Credit Card,Books,9,48,1,186,18,0
TR22387,1257,4327.20066269679,Credit Card,Electronics,9,63,1,191,23,1
TR22388,1852,153.30278777717993,Debit Card,Home & Kitchen,6,67,1,324,21,1
TR22389,1901,3166.9973869351998,PayPal,Home & Kitchen,8,45,1,331,23,1
TR22390,1219,501.89912393370764,PayPal,Books,6,22,1,343,16,0
TR22391,1751,1436.3346344912177,PayPal,Electronics,2,56,0,94,3,1
TR22392,1105,710.2444700225201,Bank Transfer,Home & Kitchen,5,37,0,311,21,0
TR22393,1547,695.5974976815799,Bank Transfer,Home & Kitchen,5,37,0,229,7,0
TR22394,1415,382.258901761483,Credit Card,Home & Kitchen,4,51,1,346,2,1
TR22395,1556,1596.2310901076628,PayPal,Home & Kitchen,9,67,0,81,9,1
TR22396,1809,2124.0202088194405,Debit Card,Electronics,2,31,1,141,13,1
TR22397,1308,2327.7212322324713,Debit Card,Books,7,32,1,57,0,0
TR22398,1365,2204.1431169408656,Credit Card,Books,6,53,1,272,16,0
TR22399,1520,2623.223251133435,Bank Transfer,Electronics,3,47,1,245,9,1
TR22400,1458,4300.336776642835,Bank Transfer,Home & Kitchen,7,35,1,148,9,0
TR22401,1598,3162.6651123738134,Bank Transfer,Home & Kitchen,8,51,0,73,20,0
TR22402,1369,96.25549813936595,Credit Card,Electronics,4,43,1,202,6,0
TR22403,1330,873.0318684191901,Credit Card,Electronics,8,53,1,102,5,1
TR22404,1688,1751.2596125225762,PayPal,Clothing,6,64,1,216,5,0
TR22405,1641,4745.7281072357355,PayPal,Electronics,5,61,1,219,3,0
TR22406,1706,399.6161932751257,PayPal,Home & Kitchen,8,36,0,69,8,1
TR22407,1010,3553.495119398363,Debit Card,Electronics,6,59,0,353,1,0
TR22408,1817,175.1347274069165,Debit Card,Books,8,21,0,215,13,1
TR22409,1506,1819.060473319809,PayPal,Home & Kitchen,6,59,1,202,6,0
TR22410,1418,3853.0423309315793,Debit Card,Electronics,4,44,1,101,14,1
TR22411,1121,1726.2073888273792,Debit Card,Electronics,2,20,0,234,22,0
TR22412,1910,2157.107479332464,Bank Transfer,Electronics,3,66,0,149,19,1
TR22413,1234,4527.469596054471,Bank Transfer,Home & Kitchen,7,61,0,308,1,0
TR22414,1330,340.1837656832972,Credit Card,Electronics,6,29,1,353,12,0
TR22415,1542,2643.0350027984055,Bank Transfer,Electronics,6,53,1,318,6,1
TR22416,1347,1837.52541736998,PayPal,Books,9,56,0,258,2,1
TR22417,1957,4819.420240869985,Bank Transfer,Clothing,5,19,1,108,11,0
TR22418,1411,3970.512248797107,Debit Card,Books,9,59,0,216,23,1
TR22419,1223,619.1631190590284,Debit Card,Clothing,1,51,1,46,4,1
TR22420,1152,4637.774686045635,PayPal,Books,3,55,0,273,17,1
TR22421,1211,1063.9543542943059,PayPal,Electronics,5,48,0,308,8,0
TR22422,1091,433.24004123875244,Bank Transfer,Electronics,7,22,0,244,14,0
TR22423,1920,2712.5504661745167,Bank Transfer,Home & Kitchen,5,37,0,127,22,0
TR22424,1330,3685.7915341816333,Bank Transfer,Home & Kitchen,4,55,1,280,7,0
TR22425,1466,3583.093938586098,Credit Card,Books,5,28,0,322,10,0
TR22426,1859,2674.9397836982075,Credit Card,Books,1,48,1,61,3,0
TR22427,1640,2468.759997354316,PayPal,Clothing,5,42,0,145,14,0
TR22428,1954,4848.024047542731,Bank Transfer,Home & Kitchen,9,21,0,93,8,0
TR22429,1708,4104.588620429794,Debit Card,Books,3,38,0,359,7,0
TR22430,1969,3496.2137903337666,Credit Card,Electronics,6,58,0,304,14,0
TR22431,1553,984.1052031626132,PayPal,Books,9,18,1,90,19,1
TR22432,1877,4100.655748222989,Credit Card,Clothing,6,59,1,359,20,0
TR22433,1929,3751.405910144984,Bank Transfer,Home & Kitchen,6,68,1,108,22,1
TR22434,1227,4960.212732890557,Debit Card,Home & Kitchen,6,66,0,210,21,0
TR22435,1193,673.6455885912857,Debit Card,Electronics,7,54,0,102,10,0
TR22436,1529,3579.3240257807092,PayPal,Home & Kitchen,6,60,1,191,23,1
TR22437,1844,4895.625133237292,Credit Card,Home & Kitchen,8,45,0,277,18,0
TR22438,1242,2318.339205949905,Bank Transfer,Clothing,2,68,0,309,15,1
TR22439,1388,3669.7181126958026,Bank Transfer,Home & Kitchen,8,18,1,162,0,1
TR22440,1275,4877.099546221696,Debit Card,Books,4,33,0,120,0,1
TR22441,1449,2741.9496205909218,Debit Card,Electronics,2,19,1,250,22,1
TR22442,1638,3498.2175575684764,Bank Transfer,Home & Kitchen,9,19,0,253,0,1
TR22443,1586,110.22320196035876,Bank Transfer,Books,5,60,1,91,6,0
TR22444,1573,2603.1288770759566,Credit Card,Electronics,3,34,1,123,9,0
TR22445,1477,1286.4440261492916,PayPal,Electronics,3,39,0,333,10,0
TR22446,1479,664.9107653292052,Credit Card,Clothing,9,33,0,295,9,0
TR22447,1287,3545.9044425598263,Credit Card,Home & Kitchen,5,30,0,341,0,0
TR22448,1697,205.05654965262585,Bank Transfer,Electronics,7,24,0,91,17,0
TR22449,1689,4525.277106369518,Credit Card,Electronics,2,67,0,313,6,1
TR22450,1677,2593.6905627555034,Credit Card,Electronics,6,34,0,314,13,1
TR22451,1694,3244.6682747950003,Credit Card,Electronics,1,38,0,55,7,1
TR22452,1539,1274.6396476400696,Debit Card,Clothing,8,48,0,331,18,1
TR22453,1329,919.1431632595685,PayPal,Electronics,1,32,0,203,0,1
TR22454,1469,1226.3305693489494,PayPal,Electronics,3,60,0,71,10,0
TR22455,1758,1169.142025111424,Debit Card,Clothing,6,40,1,307,9,0
TR22456,1848,4323.863125184324,Bank Transfer,Clothing,8,58,1,333,22,0
TR22457,1533,3938.823613297618,Bank Transfer,Clothing,1,63,1,317,13,1
TR22458,1938,4265.1553052789195,PayPal,Electronics,4,43,1,147,5,1
TR22459,1466,3677.0114978554066,PayPal,Books,3,47,1,271,3,0
TR22460,1976,3221.3163037074623,Bank Transfer,Books,1,28,1,236,14,0
TR22461,1983,2644.0947017560347,Credit Card,Electronics,5,55,0,240,13,1
TR22462,1419,1334.754313635745,PayPal,Home & Kitchen,8,43,0,88,3,0
TR22463,1607,3529.761159058308,Credit Card,Home & Kitchen,7,23,0,279,12,0
TR22464,1121,691.556182040448,PayPal,Home & Kitchen,3,63,1,46,13,0
TR22465,1761,2560.1971023999326,Debit Card,Clothing,5,20,1,195,23,1
TR22466,1890,984.4210948430238,PayPal,Home & Kitchen,5,68,1,166,6,0
TR22467,1307,2528.7489313484984,Debit Card,Home & Kitchen,8,42,1,95,8,0
TR22468,1931,1476.5979902430313,Credit Card,Clothing,6,58,0,160,21,0
TR22469,1923,276.8635509870667,Bank Transfer,Books,3,32,1,90,6,1
TR22470,1333,2523.5079741912587,Credit Card,Electronics,7,38,0,123,21,1
TR22471,1953,917.3327414127623,Credit Card,Books,1,59,0,55,18,0
TR22472,1419,814.1636125200739,Credit Card,Clothing,2,23,1,256,8,1
TR22473,1325,1927.985829411717,Debit Card,Home & Kitchen,7,40,0,137,19,0
TR22474,1648,1815.3179176882832,PayPal,Home & Kitchen,2,29,1,30,17,0
TR22475,1788,4336.1197494052185,Bank Transfer,Books,2,44,0,176,10,1
TR22476,1831,2827.538744239607,Credit Card,Clothing,7,32,0,152,0,0
TR22477,1843,4274.291466392402,Credit Card,Clothing,4,25,0,343,20,0
TR22478,1572,742.7099141689587,Credit Card,Books,9,42,0,217,12,0
TR22479,1249,1792.978247577664,Debit Card,Home & Kitchen,7,60,0,82,3,1
TR22480,1989,2781.0947918417132,Debit Card,Clothing,6,65,0,116,3,1
TR22481,1094,774.109066355638,Debit Card,Books,4,36,1,258,16,0
TR22482,1295,649.0047609607795,PayPal,Home & Kitchen,8,52,1,48,1,1
TR22483,1183,3310.3939750777645,PayPal,Home & Kitchen,5,38,1,304,1,1
TR22484,1259,3272.6315143079764,Credit Card,Home & Kitchen,8,35,1,309,9,0
TR22485,1798,1178.4517337888344,Bank Transfer,Electronics,8,46,0,213,16,1
TR22486,1666,1143.3465416401484,Debit Card,Clothing,9,44,0,235,12,1
TR22487,1185,3729.774438857118,PayPal,Clothing,9,57,0,252,21,1
TR22488,1408,593.7693186987904,PayPal,Home & Kitchen,7,27,1,345,8,0
TR22489,1068,4617.084848416516,Bank Transfer,Electronics,7,22,0,239,22,0
TR22490,1837,4719.255219992147,Debit Card,Clothing,6,39,1,90,0,0
TR22491,1772,4356.251692614539,PayPal,Clothing,9,31,1,228,0,0
TR22492,1626,1061.2797221425303,Bank Transfer,Electronics,8,57,0,184,3,0
TR22493,1858,93.84073137157557,Bank Transfer,Clothing,1,18,1,66,6,0
TR22494,1007,4684.087300707897,Debit Card,Clothing,8,30,0,80,3,1
TR22495,1264,1726.4194184940213,Debit Card,Books,2,44,1,238,2,1
TR22496,1782,1558.947222291847,Debit Card,Clothing,9,66,1,320,17,1
TR22497,1483,1315.7711249841755,Credit Card,Electronics,6,65,1,330,12,0
TR22498,1760,1230.2355035139603,PayPal,Electronics,5,34,1,288,12,1
TR22499,1616,3675.4209193038664,Bank Transfer,Home & Kitchen,7,25,0,223,21,1
TR22500,1774,4540.389206152256,Credit Card,Books,4,45,1,32,10,0
TR22501,1735,3932.42126601677,Debit Card,Home & Kitchen,9,43,1,242,19,0
TR22502,1839,3373.7987501321195,PayPal,Books,8,37,1,66,22,1
TR22503,1370,1445.9102384290366,PayPal,Books,1,36,1,296,7,0
TR22504,1782,2739.347741719241,Credit Card,Home & Kitchen,1,31,1,280,2,1
TR22505,1676,1192.4661913984348,Bank Transfer,Clothing,3,67,1,158,10,0
TR22506,1082,566.4204499927181,Credit Card,Books,8,42,0,281,20,1
TR22507,1806,610.2618823786331,PayPal,Home & Kitchen,8,53,0,176,8,1
TR22508,1645,3022.807835138449,Bank Transfer,Home & Kitchen,2,45,0,81,12,0
TR22509,1210,202.0134972962699,Credit Card,Home & Kitchen,1,25,0,313,5,1
TR22510,1312,4866.539934060052,Credit Card,Home & Kitchen,4,66,0,111,15,0
TR22511,1603,4977.377652847658,Debit Card,Home & Kitchen,2,50,0,136,20,0
TR22512,1336,755.6292093346592,PayPal,Clothing,5,23,0,322,2,0
TR22513,1489,2142.2390243933733,Debit Card,Electronics,7,42,0,176,20,1
TR22514,1402,3842.699332591854,Debit Card,Clothing,5,18,0,274,11,1
TR22515,1638,4775.783466493136,Bank Transfer,Electronics,1,47,0,363,5,0
TR22516,1190,4457.6926604683995,Bank Transfer,Books,5,22,0,345,4,0
TR22517,1670,1281.2283676243953,PayPal,Books,6,26,1,286,14,1
TR22518,1842,435.1326997099795,Bank Transfer,Home & Kitchen,9,25,0,120,23,1
TR22519,1334,1450.7595101544414,PayPal,Clothing,1,41,1,285,12,1
TR22520,1521,2191.814841067385,Bank Transfer,Home & Kitchen,3,42,0,328,6,1
TR22521,1618,1806.0922028914954,Debit Card,Clothing,5,58,1,212,22,1
TR22522,1086,3871.606923269395,PayPal,Books,1,25,1,72,5,1
TR22523,1578,1296.3615606126366,Debit Card,Clothing,7,55,0,356,2,0
TR22524,1061,4294.599207527091,Bank Transfer,Home & Kitchen,1,38,1,136,20,1
TR22525,1386,1135.9157937578527,Debit Card,Home & Kitchen,3,36,1,269,12,0
TR22526,1145,1813.1467042374832,Bank Transfer,Books,1,20,1,59,5,1
TR22527,1152,2244.567247932604,Credit Card,Electronics,9,56,1,37,21,0
TR22528,1618,1463.178531330178,Debit Card,Books,7,33,0,244,18,1
TR22529,1659,3834.1974626960337,PayPal,Home & Kitchen,9,18,0,297,18,1
TR22530,1697,2053.6405849705234,Debit Card,Books,9,27,0,118,11,0
TR22531,1348,4436.258609395011,Debit Card,Electronics,9,23,1,358,16,1
TR22532,1853,4818.307406091798,PayPal,Home & Kitchen,5,22,0,189,19,0
TR22533,1177,4300.437691199647,PayPal,Electronics,7,34,0,131,1,0
TR22534,1888,2617.8996096596925,Credit Card,Clothing,6,38,0,325,13,1
TR22535,1846,2553.943929042982,Bank Transfer,Clothing,6,46,1,289,15,1
TR22536,1486,1087.2045099302698,Bank Transfer,Books,3,48,0,342,10,1
TR22537,1777,2965.4655357424754,PayPal,Home & Kitchen,6,20,1,95,13,1
TR22538,1660,4764.101369946107,Debit Card,Clothing,6,55,1,334,19,0
TR22539,1246,412.2265729589059,Bank Transfer,Home & Kitchen,5,45,0,215,3,1
TR22540,1253,3764.762497581944,PayPal,Home & Kitchen,4,45,0,294,8,0
TR22541,1499,4349.002376076021,PayPal,Home & Kitchen,5,18,1,245,10,0
TR22542,1540,4933.650387633281,Credit Card,Electronics,7,29,1,309,7,0
TR22543,1351,1680.4410016769825,Debit Card,Books,4,33,0,341,13,1
TR22544,1511,1784.314989712607,Credit Card,Electronics,9,42,1,49,17,1
TR22545,1777,1156.5784558691741,Credit Card,Home & Kitchen,4,35,1,202,11,1
TR22546,1012,3947.427493646419,Debit Card,Clothing,9,25,1,325,15,0
TR22547,1558,708.7976062355855,PayPal,Clothing,9,23,0,201,6,1
TR22548,1150,1346.1571368782236,Debit Card,Clothing,7,68,0,180,5,0
TR22549,1049,1483.3591652746654,Credit Card,Books,7,67,1,226,13,0
TR22550,1214,1880.903787430698,Credit Card,Electronics,1,26,0,294,6,0
TR22551,1990,2114.1078690235295,Debit Card,Electronics,2,35,0,243,22,1
TR22552,1643,2799.5345742514296,Credit Card,Books,3,47,1,63,22,1
TR22553,1371,4742.382874274075,PayPal,Electronics,3,37,0,344,2,1
TR22554,1112,1243.9259405778912,PayPal,Books,3,35,1,350,11,1
TR22555,1251,3898.310738739022,Debit Card,Books,9,54,0,264,3,0
TR22556,1962,3385.1875414532706,Debit Card,Clothing,2,46,1,123,7,0
TR22557,1340,589.0906464404411,PayPal,Books,1,28,1,352,6,1
TR22558,1052,4053.7799892886596,Bank Transfer,Clothing,1,35,0,249,7,0
TR22559,1129,462.1527803530258,Bank Transfer,Clothing,6,50,1,359,0,0
TR22560,1835,3697.2418859306413,Bank Transfer,Clothing,7,20,0,38,8,0
TR22561,1192,3581.775858736393,Debit Card,Electronics,2,69,1,185,15,1
TR22562,1590,3450.115289568968,PayPal,Books,2,45,1,40,14,1
TR22563,1056,1390.694794012856,PayPal,Home & Kitchen,8,22,0,45,7,1
TR22564,1096,2871.101277555735,PayPal,Clothing,7,33,1,52,1,0
TR22565,1197,3810.273176092251,PayPal,Clothing,4,21,0,192,3,0
TR22566,1646,3191.5838051932988,Debit Card,Electronics,7,35,0,232,10,0
TR22567,1146,4023.485545518055,PayPal,Electronics,4,44,0,53,16,1
TR22568,1683,3442.5330009804397,PayPal,Clothing,5,35,0,192,18,1
TR22569,1574,1379.504941580235,Credit Card,Home & Kitchen,8,19,0,50,4,1
TR22570,1576,773.7521586674587,Credit Card,Electronics,4,23,1,107,17,1
TR22571,1294,3163.575141877248,Credit Card,Electronics,7,65,0,184,16,1
TR22572,1722,3801.1943205449,Credit Card,Books,2,52,0,286,8,1
TR22573,1620,720.1915323045101,Debit Card,Electronics,2,36,0,56,18,0
TR22574,1793,882.3540847334839,Bank Transfer,Electronics,9,46,0,74,11,0
TR22575,1683,70.22604281944717,Credit Card,Books,8,28,1,194,0,1
TR22576,1011,2663.4284133688757,Credit Card,Clothing,3,55,0,55,21,1
TR22577,1917,2716.032328258441,Credit Card,Books,7,18,0,207,3,1
TR22578,1332,2505.378201075352,Debit Card,Books,1,38,0,40,3,0
TR22579,1219,1586.8899938704599,Bank Transfer,Clothing,4,52,0,279,0,1
TR22580,1397,2144.778060115673,PayPal,Clothing,4,25,0,268,16,0
TR22581,1341,3833.5214844738225,Credit Card,Books,8,20,1,360,2,1
TR22582,1797,917.1664374978891,Bank Transfer,Home & Kitchen,4,32,1,162,13,0
TR22583,1511,1015.7239544081731,PayPal,Electronics,9,34,0,299,7,0
TR22584,1171,3338.2215412351843,Credit Card,Electronics,7,45,1,277,9,0
TR22585,1467,4335.835359194004,Debit Card,Electronics,5,67,0,190,3,1
TR22586,1747,1708.563406499152,Debit Card,Clothing,8,53,0,337,13,1
TR22587,1986,4664.394182481575,Debit Card,Electronics,4,68,1,290,10,1
TR22588,1165,297.80360735208586,PayPal,Clothing,6,58,1,71,13,0
TR22589,1698,601.4114084040159,Debit Card,Clothing,5,31,0,331,17,1
TR22590,1169,2305.1985012707974,Bank Transfer,Home & Kitchen,3,65,0,336,14,0
TR22591,1563,3620.1912858664123,PayPal,Electronics,8,34,0,192,4,1
TR22592,1511,1860.47645403069,Debit Card,Clothing,6,56,0,174,7,0
TR22593,1830,2778.1889779363314,Bank Transfer,Electronics,4,37,1,90,8,1
TR22594,1188,152.56772135658017,Bank Transfer,Clothing,1,56,1,105,4,1
TR22595,1119,2314.5532152392707,Credit Card,Books,1,23,0,265,2,0
TR22596,1104,1220.4519170309566,Credit Card,Clothing,3,23,1,356,14,1
TR22597,1673,2586.680514273916,Bank Transfer,Clothing,8,30,1,43,21,0
TR22598,1806,2633.9076945040706,Credit Card,Clothing,8,52,0,85,5,1
TR22599,1040,3768.263051104506,Credit Card,Books,2,52,0,109,10,0
TR22600,1888,2703.809723055842,PayPal,Home & Kitchen,1,63,0,268,20,1
TR22601,1875,3075.2031721618278,Debit Card,Electronics,5,44,1,114,16,1
TR22602,1676,2652.9364428329172,PayPal,Books,1,49,0,266,14,1
TR22603,1320,4951.98339758529,PayPal,Electronics,8,51,1,80,19,1
TR22604,1885,3960.180615996889,Credit Card,Books,9,20,0,92,3,0
TR22605,1334,3780.668689731341,Debit Card,Clothing,2,49,1,311,3,0
TR22606,1159,3140.0247103588817,PayPal,Books,4,24,0,106,21,1
TR22607,1263,2646.569789660879,PayPal,Electronics,6,51,0,233,3,1
TR22608,1864,1730.3381266357812,PayPal,Electronics,7,38,0,113,0,1
TR22609,1529,3921.999951180173,PayPal,Electronics,5,46,0,299,13,0
TR22610,1684,956.1497402721017,Debit Card,Home & Kitchen,1,21,1,198,22,0
TR22611,1476,192.3790106977014,Credit Card,Books,7,21,1,298,10,0
TR22612,1351,3493.878502195225,Bank Transfer,Clothing,7,56,1,359,5,1
TR22613,1544,732.8099669258804,Credit Card,Books,5,18,1,274,14,1
TR22614,1772,4520.092152977046,Bank Transfer,Home & Kitchen,2,48,0,120,7,0
TR22615,1209,3855.700120977877,PayPal,Electronics,2,62,0,316,21,1
TR22616,1495,3015.199445358227,Bank Transfer,Electronics,9,34,1,350,13,0
TR22617,1894,1576.4840218362976,Debit Card,Home & Kitchen,9,24,1,320,2,0
TR22618,1841,3193.3323718583033,Debit Card,Books,4,69,0,149,0,1
TR22619,1381,2389.5148825261786,PayPal,Clothing,4,66,0,201,3,1
TR22620,1675,1462.830854420125,Debit Card,Electronics,7,61,0,86,20,1
TR22621,1480,4725.944095712985,PayPal,Home & Kitchen,5,67,0,188,10,1
TR22622,1918,817.828182678798,Bank Transfer,Home & Kitchen,1,53,0,344,22,1
TR22623,1935,3769.3849096101762,Credit Card,Clothing,5,38,0,297,6,1
TR22624,1004,4002.192453780253,Credit Card,Home & Kitchen,4,40,1,162,0,0
TR22625,1033,4759.455094809861,Bank Transfer,Home & Kitchen,3,30,0,239,17,0
TR22626,1791,2751.587984712772,Credit Card,Home & Kitchen,1,59,0,279,9,1
TR22627,1144,2679.0270534616843,PayPal,Electronics,9,51,1,173,5,0
TR22628,1350,4602.243152971573,Bank Transfer,Electronics,4,53,0,304,18,1
TR22629,1582,4007.455364112534,PayPal,Books,3,22,1,364,22,0
TR22630,1464,3820.546032931566,Credit Card,Clothing,8,53,0,290,22,0
TR22631,1347,3947.793900514448,PayPal,Home & Kitchen,7,48,0,242,13,1
TR22632,1741,2470.9736464067914,Debit Card,Home & Kitchen,6,29,1,274,15,0
TR22633,1124,216.6789029769237,Credit Card,Electronics,6,63,1,268,14,0
TR22634,1789,999.341769460801,Debit Card,Electronics,2,59,0,127,10,1
TR22635,1270,3218.530517444791,Debit Card,Electronics,9,45,0,179,19,0
TR22636,1356,1986.8679329620654,Bank Transfer,Clothing,1,65,1,182,1,1
TR22637,1526,3037.7835395010457,Bank Transfer,Electronics,4,45,1,31,2,0
TR22638,1753,2762.8727346788837,PayPal,Home & Kitchen,4,24,0,333,13,1
TR22639,1497,2198.9149247288565,PayPal,Home & Kitchen,9,51,1,106,22,1
TR22640,1152,1181.2928271899214,Credit Card,Home & Kitchen,3,39,0,171,21,1
TR22641,1052,3597.609854985389,PayPal,Books,9,68,1,351,20,0
TR22642,1148,4546.135197459465,PayPal,Clothing,2,69,1,284,1,1
TR22643,1502,3852.1189575644403,Bank Transfer,Home & Kitchen,1,41,0,209,19,0
TR22644,1869,608.9907982495248,Bank Transfer,Home & Kitchen,7,31,1,303,20,1
TR22645,1449,2694.369195113909,Debit Card,Home & Kitchen,2,33,1,40,23,1
TR22646,1218,4178.477250004254,PayPal,Electronics,1,28,0,69,0,0
TR22647,1624,2958.999092697459,Bank Transfer,Home & Kitchen,9,47,1,300,8,1
TR22648,1799,2203.4501129585533,Credit Card,Electronics,8,55,1,270,4,1
TR22649,1276,1429.8862855265552,PayPal,Electronics,3,59,0,212,13,1
TR22650,1451,1658.6498454262862,Credit Card,Clothing,2,24,0,86,7,0
TR22651,1427,1218.3625821890716,Debit Card,Clothing,1,63,0,175,17,0
TR22652,1082,986.6749920086636,Debit Card,Home & Kitchen,4,62,1,234,8,1
TR22653,1961,2948.4370916079592,Bank Transfer,Clothing,6,20,1,47,20,1
TR22654,1217,2551.8301700317734,Bank Transfer,Electronics,2,32,1,58,20,1
TR22655,1737,3676.8170901973353,Debit Card,Electronics,6,66,0,116,5,0
TR22656,1781,1546.5683914174638,Credit Card,Home & Kitchen,5,47,1,71,12,1
TR22657,1526,2309.512162073228,Debit Card,Home & Kitchen,1,50,1,179,4,0
TR22658,1403,3405.04739306084,Debit Card,Home & Kitchen,7,54,1,216,19,1
TR22659,1289,4816.536587480223,Bank Transfer,Electronics,7,69,1,102,21,1
TR22660,1419,1750.86330418606,PayPal,Electronics,5,54,0,77,9,1
TR22661,1338,1498.0622593707424,Bank Transfer,Home & Kitchen,4,34,1,250,17,1
TR22662,1776,2251.9489709125714,Bank Transfer,Home & Kitchen,2,65,1,243,13,0
TR22663,1710,3622.1310776831324,Credit Card,Electronics,7,37,1,196,11,1
TR22664,1669,4808.135986855436,Debit Card,Clothing,8,50,1,353,4,1
TR22665,1844,2687.3162533466207,PayPal,Electronics,9,44,1,60,4,0
TR22666,1986,4064.076799578982,PayPal,Clothing,6,54,0,250,8,1
TR22667,1958,2327.355031046757,Bank Transfer,Home & Kitchen,2,37,0,43,15,0
TR22668,1418,208.8870721635328,Bank Transfer,Electronics,1,51,1,295,21,1
TR22669,1908,4472.114433295721,Debit Card,Home & Kitchen,2,48,0,136,5,1
TR22670,1206,1456.4916825656517,Credit Card,Home & Kitchen,3,22,1,127,18,0
TR22671,1685,701.9415501004386,Debit Card,Home & Kitchen,1,35,0,133,7,1
TR22672,1695,4980.845854205226,PayPal,Books,5,36,1,42,21,0
TR22673,1264,1743.5209914324935,Credit Card,Books,7,55,1,353,4,0
TR22674,1982,691.3260039151361,Bank Transfer,Electronics,9,34,0,267,21,1
TR22675,1757,1564.595470406849,Bank Transfer,Books,6,40,0,347,23,0
TR22676,1035,2574.0497576467333,PayPal,Electronics,8,60,0,179,13,1
TR22677,1372,448.9058616499043,Debit Card,Clothing,2,64,1,203,8,0
TR22678,1487,1769.5779634758278,Credit Card,Electronics,5,19,0,156,15,1
TR22679,1258,3347.5935496525403,Debit Card,Books,9,61,0,160,5,1
TR22680,1993,4580.500704468769,Debit Card,Books,7,41,0,257,9,1
TR22681,1530,1993.2140459551117,Debit Card,Clothing,7,68,1,339,1,0
TR22682,1923,2827.1755862671207,Bank Transfer,Clothing,3,65,1,198,17,0
TR22683,1022,3183.950377835051,PayPal,Electronics,3,61,1,106,18,1
TR22684,1103,363.0598618957664,Credit Card,Electronics,2,18,0,254,11,0
TR22685,1240,1717.7029615260194,Credit Card,Home & Kitchen,9,69,1,54,13,1
TR22686,1902,3424.4275356609405,PayPal,Home & Kitchen,4,39,1,282,12,0
TR22687,1872,3680.9488215862993,Credit Card,Electronics,9,31,0,38,15,1
TR22688,1715,1786.2010297674,Credit Card,Clothing,4,56,0,297,9,1
TR22689,1252,43.61388924552067,Debit Card,Electronics,8,57,0,37,6,0
TR22690,1141,44.259345234666796,Debit Card,Home & Kitchen,1,30,1,83,13,1
TR22691,1813,2695.218888456331,PayPal,Clothing,1,29,1,345,12,1
TR22692,1654,2761.9146236969514,Credit Card,Home & Kitchen,6,24,1,97,22,0
TR22693,1450,2783.039967564869,PayPal,Electronics,6,19,0,129,10,0
TR22694,1782,3611.54779849362,PayPal,Electronics,7,20,0,145,18,0
TR22695,1306,4607.134284513741,PayPal,Books,7,57,0,207,21,0
TR22696,1983,4950.949336594403,PayPal,Electronics,3,53,1,343,11,1
TR22697,1499,3508.3231055781457,Debit Card,Books,9,30,0,313,20,1
TR22698,1621,2574.8536009435834,Bank Transfer,Books,9,56,1,232,4,1
TR22699,1007,713.5640436183709,PayPal,Books,3,47,1,284,11,0
TR22700,1068,1927.0341452051746,Credit Card,Books,7,61,1,271,9,0
TR22701,1701,2866.5587617426054,Bank Transfer,Home & Kitchen,4,53,0,30,7,0
TR22702,1690,4999.044321057087,Debit Card,Electronics,6,54,0,352,23,0
TR22703,1574,643.6383003574688,Bank Transfer,Electronics,6,31,0,137,23,1
TR22704,1067,3967.4515910562454,Bank Transfer,Electronics,5,43,1,284,19,0
TR22705,1717,4994.711589462512,Debit Card,Books,6,64,0,353,2,1
TR22706,1911,4028.4035020256183,PayPal,Home & Kitchen,7,57,1,298,3,1
TR22707,1979,3838.0493561859416,Bank Transfer,Home & Kitchen,2,24,0,214,22,0
TR22708,1407,1300.8188739496031,Debit Card,Books,7,45,0,77,7,1
TR22709,1517,26.778910732854033,Debit Card,Books,7,25,0,304,15,0
TR22710,1118,1137.675569618389,Bank Transfer,Electronics,7,32,0,358,23,0
TR22711,1824,3951.102574218738,Debit Card,Home & Kitchen,5,22,1,251,10,1
TR22712,1030,545.3331808430783,Bank Transfer,Clothing,3,50,1,63,10,1
TR22713,1517,1487.6306903732473,Bank Transfer,Clothing,5,61,1,348,16,1
